Crop,Question,Answer,text,clean_text,Cluster
cassava,What pest causes cassava bacteria blight?,White flies,What pest causes cassava bacteria blight? White flies,pest cause cassava bacteria blight white fly,0
general,What seed dressing,Applying chemicals on seed,What seed dressing Applying chemicals on seed,seed dressing applying chemical seed,3
cassava,What should I carryout when I have a virgin land and I want to plant my cassava?,Clear the land and make it ready for planting,What should I carryout when I have a virgin land and I want to plant my cassava? Clear the land and make it ready for planting,carryout virgin land want plant cassava clear land make ready planting,4
beans,What should I do to locusts sting my bean leaves?,Spray them,What should I do to locusts sting my bean leaves? Spray them,locust sting bean leaf spray,3
maize,What should I use for harvesting Maize ?,Hand or available harvesters,What should I use for harvesting Maize ? Hand or available harvesters,use harvesting maize hand available harvester,4
cassava,What should I use for picking soil samples when I want to grow cassava?,A soil auger,What should I use for picking soil samples when I want to grow cassava? A soil auger,use picking soil sample want grow cassava soil auger,2
cassava,What should I use to kill weeds in my cassava garden?,Weed master and glyphoshate,What should I use to kill weeds in my cassava garden? Weed master and glyphoshate,use kill weed cassava garden weed master glyphoshate,1
cassava,What should be done to the affected cassava plants in the garden?,Burn them if the have viral disease,What should be done to the affected cassava plants in the garden? Burn them if the have viral disease,done affected cassava plant garden burn viral disease,0
beans,What should bean seeds be treated with fungicides before sowing it?,So that they germinate well,What should bean seeds be treated with fungicides before sowing it? So that they germinate well,bean seed treated fungicide sowing germinate well,3
cassava,What size of cassava cutting is for planting?,A medium stem that is about 9-15 months can be used for planting,What size of cassava cutting is for planting? A medium stem that is about 9-15 months can be used for planting,size cassava cutting planting medium stem month used planting,4
cassava,What size of cassava cuttings should I plant,A medium size stem of about 9 to 15 months is approriate for planting,What size of cassava cuttings should I plant A medium size stem of about 9 to 15 months is approriate for planting,size cassava cutting plant medium size stem month approriate planting,4
cassava,What spreads cassava mosaic disease,Whiteflies,What spreads cassava mosaic disease Whiteflies,spread cassava mosaic disease whitefly,0
beans,What steps taken to control bean maggots,Use pesticides or appropriate methods of planting,What steps taken to control bean maggots Use pesticides or appropriate methods of planting,step taken control bean maggot use pesticide appropriate method planting,1
beans,What steps taken to control weevils in bean seeds,Good storage and use of chemicals,What steps taken to control weevils in bean seeds Good storage and use of chemicals,step taken control weevil bean seed good storage use chemical,1
maize,What the importance of weeding maize before flowering?,To reduce on competition with crops hence increase yield,What the importance of weeding maize before flowering? To reduce on competition with crops hence increase yield,importance weeding maize flowering reduce competition crop hence increase yield,4
maize,What turns Maize leaves purple in,MLN,What turns Maize leaves purple in MLN,turn maize leaf purple mln,4
maize,What turns Maize leaves purple in Color?,Due to maize lethal necrosis (MLN),What turns Maize leaves purple in Color? Due to maize lethal necrosis (MLN),turn maize leaf purple color due maize lethal necrosis mln,4
cassava,What type of agricultural herbicide used to weeds in cassava garden?,Weed master,What type of agricultural herbicide used to weeds in cassava garden? Weed master,type agricultural herbicide used weed cassava garden weed master,4
cassava,What type of cassava is advised to cultivate,NAROCASS 1 and improved varieties,What type of cassava is advised to cultivate NAROCASS 1 and improved varieties,type cassava advised cultivate narocass improved variety,4
beans,What type of chemical can I use to dress up my bean seeds?,Quintozene and others,What type of chemical can I use to dress up my bean seeds? Quintozene and others,type chemical use dress bean seed quintozene others,3
maize,What type of crop can l use for interrcropping my maize,Beans,What type of crop can l use for interrcropping my maize Beans,type crop l use interrcropping maize bean,4
cassava,What type of crop is advisable to plant in newly cassava harvested garden,Beans,What type of crop is advisable to plant in newly cassava harvested garden Beans,type crop advisable plant newly cassava harvested garden bean,4
